NUMBER PREFIX	DESTINATION COUNTRY	DESTINATION PLATFORM
1829460	Dominican Republic [DOM]	MOBILE
1829461	Dominican Republic [DOM]	MOBILE
18294617451	Dominican Republic [DOM]	FIXED
1829462	Dominican Republic [DOM]	MOBILE
1829463	Dominican Republic [DOM]	MOBILE
1829464	Dominican Republic [DOM]	MOBILE
1829465	Dominican Republic [DOM]	MOBILE
1829466	Dominican Republic [DOM]	MOBILE
1829467	Dominican Republic [DOM]	MOBILE
1829468	Dominican Republic [DOM]	MOBILE
1829469	Dominican Republic [DOM]	MOBILE
1829495	Dominican Republic [DOM]	MOBILE
1829507	Dominican Republic [DOM]	MOBILE
1829541	Dominican Republic [DOM]	MOBILE
1829545	Dominican Republic [DOM]	MOBILE
1829607	Dominican Republic [DOM]	MOBILE
1829608	Dominican Republic [DOM]	MOBILE
1829609	Dominican Republic [DOM]	MOBILE
182963	Dominican Republic [DOM]	MOBILE
1829630	Dominican Republic [DOM]	FIXED
1829631	Dominican Republic [DOM]	FIXED
1829632	Dominican Republic [DOM]	FIXED
1829633	Dominican Republic [DOM]	FIXED
1829634	Dominican Republic [DOM]	FIXED
1829635	Dominican Republic [DOM]	FIXED
1829636	Dominican Republic [DOM]	FIXED
1829637	Dominican Republic [DOM]	FIXED
1829638	Dominican Republic [DOM]	FIXED
1829639	Dominican Republic [DOM]	FIXED
1829666	Dominican Republic [DOM]	MOBILE
182972	Dominican Republic [DOM]	MOBILE
1829720	Dominican Republic [DOM]	FIXED
1829721	Dominican Republic [DOM]	FIXED
1829722	Dominican Republic [DOM]	FIXED
1829723	Dominican Republic [DOM]	FIXED
1829725	Dominican Republic [DOM]	FIXED
1829726	Dominican Republic [DOM]	FIXED
1829727	Dominican Republic [DOM]	FIXED
1829728	Dominican Republic [DOM]	FIXED
1829729	Dominican Republic [DOM]	FIXED
182973	Dominican Republic [DOM]	MOBILE
1829730	Dominican Republic [DOM]	FIXED
1829731	Dominican Republic [DOM]	FIXED
182975	Dominican Republic [DOM]	MOBILE
1829750	Dominican Republic [DOM]	FIXED
1829751	Dominican Republic [DOM]	FIXED
1829752	Dominican Republic [DOM]	FIXED
1829753	Dominican Republic [DOM]	FIXED
1829754	Dominican Republic [DOM]	FIXED
1829755	Dominican Republic [DOM]	FIXED
1829756	Dominican Republic [DOM]	FIXED
1829757	Dominican Republic [DOM]	FIXED
1829758	Dominican Republic [DOM]	FIXED
1829759	Dominican Republic [DOM]	FIXED
182977	Dominican Republic [DOM]	MOBILE
1829770	Dominican Republic [DOM]	FIXED
1829771	Dominican Republic [DOM]	FIXED
1829772	Dominican Republic [DOM]	FIXED
1829773	Dominican Republic [DOM]	FIXED
1829774	Dominican Republic [DOM]	FIXED
1829775	Dominican Republic [DOM]	FIXED
1829776	Dominican Republic [DOM]	FIXED
1829777	Dominican Republic [DOM]	FIXED
1829778	Dominican Republic [DOM]	FIXED
1829779	Dominican Republic [DOM]	FIXED
182978	Dominican Republic [DOM]	MOBILE
1829780	Dominican Republic [DOM]	FIXED
1829781	Dominican Republic [DOM]	FIXED
1829782	Dominican Republic [DOM]	FIXED
1829783	Dominican Republic [DOM]	FIXED
1829784	Dominican Republic [DOM]	FIXED
1829785	Dominican Republic [DOM]	FIXED
1829786	Dominican Republic [DOM]	FIXED
1829787	Dominican Republic [DOM]	FIXED
1829788	Dominican Republic [DOM]	FIXED
1829789	Dominican Republic [DOM]	FIXED
1829791	Dominican Republic [DOM]	MOBILE
1829792	Dominican Republic [DOM]	MOBILE
1829793	Dominican Republic [DOM]	MOBILE
1829794	Dominican Republic [DOM]	MOBILE
1829795	Dominican Republic [DOM]	MOBILE
1829796	Dominican Republic [DOM]	MOBILE
1829798	Dominican Republic [DOM]	MOBILE
1829831	Dominican Republic [DOM]	MOBILE
1829832	Dominican Republic [DOM]	MOBILE
1829833	Dominican Republic [DOM]	MOBILE
1829834	Dominican Republic [DOM]	MOBILE
182984	Dominican Republic [DOM]	MOBILE
1829840	Dominican Republic [DOM]	FIXED
1829841	Dominican Republic [DOM]	FIXED
1829842	Dominican Republic [DOM]	FIXED
1829843	Dominican Republic [DOM]	FIXED
1829844	Dominican Republic [DOM]	FIXED
1829845	Dominican Republic [DOM]	FIXED
1829846	Dominican Republic [DOM]	FIXED
1829847	Dominican Republic [DOM]	FIXED
1829848	Dominican Republic [DOM]	FIXED
1829849	Dominican Republic [DOM]	FIXED
1829893	Dominican Republic [DOM]	MOBILE
182991	Dominican Republic [DOM]	MOBILE
1829910	Dominican Republic [DOM]	FIXED
1829912	Dominican Republic [DOM]	FIXED
1829913	Dominican Republic [DOM]	FIXED
1829914	Dominican Republic [DOM]	FIXED
1829915	Dominican Republic [DOM]	FIXED
1829916	Dominican Republic [DOM]	FIXED
1829917	Dominican Republic [DOM]	FIXED
1829918	Dominican Republic [DOM]	FIXED
1829919	Dominican Republic [DOM]	FIXED
1829927	Dominican Republic [DOM]	MOBILE
1829928	Dominican Republic [DOM]	MOBILE
1829950	Dominican Republic [DOM]	MOBILE
1829951	Dominican Republic [DOM]	MOBILE
1829952	Dominican Republic [DOM]	MOBILE
1829955	Dominican Republic [DOM]	MOBILE
1829956	Dominican Republic [DOM]	MOBILE
182998	Dominican Republic [DOM]	MOBILE
1829980	Dominican Republic [DOM]	FIXED
1829981	Dominican Republic [DOM]	FIXED
1829982	Dominican Republic [DOM]	FIXED
1829983	Dominican Republic [DOM]	FIXED
1829984	Dominican Republic [DOM]	FIXED
1829985	Dominican Republic [DOM]	FIXED
1829986	Dominican Republic [DOM]	FIXED
1829987	Dominican Republic [DOM]	FIXED
1849	Dominican Republic [DOM]	FIXED
1829988	Dominican Republic [DOM]	FIXED
1829989	Dominican Republic [DOM]	FIXED
1829999	Dominican Republic [DOM]	MOBILE
1849210	Dominican Republic [DOM]	MOBILE
1849212	Dominican Republic [DOM]	MOBILE
1849214	Dominican Republic [DOM]	MOBILE
1849220	Dominican Republic [DOM]	MOBILE
1849222	Dominican Republic [DOM]	MOBILE
1849330	Dominican Republic [DOM]	MOBILE
1849340	Dominican Republic [DOM]	MOBILE
1849341	Dominican Republic [DOM]	MOBILE
1849342	Dominican Republic [DOM]	MOBILE
1849343	Dominican Republic [DOM]	MOBILE
1849344	Dominican Republic [DOM]	MOBILE
184935	Dominican Republic [DOM]	MOBILE
1849360	Dominican Republic [DOM]	MOBILE
1849401	Dominican Republic [DOM]	MOBILE
1849402	Dominican Republic [DOM]	MOBILE
1849403	Dominican Republic [DOM]	MOBILE
1849404	Dominican Republic [DOM]	MOBILE
1849405	Dominican Republic [DOM]	MOBILE
1849406	Dominican Republic [DOM]	MOBILE
1849407	Dominican Republic [DOM]	MOBILE
1849408	Dominican Republic [DOM]	MOBILE
1849409	Dominican Republic [DOM]	MOBILE
1849410	Dominican Republic [DOM]	MOBILE
184945	Dominican Republic [DOM]	MOBILE
1849607	Dominican Republic [DOM]	MOBILE
1849642	Dominican Republic [DOM]	MOBILE
1849650	Dominican Republic [DOM]	MOBILE
1849651	Dominican Republic [DOM]	MOBILE
1849652	Dominican Republic [DOM]	MOBILE
1849653	Dominican Republic [DOM]	MOBILE
1849654	Dominican Republic [DOM]	MOBILE
1849655	Dominican Republic [DOM]	MOBILE
1849656	Dominican Republic [DOM]	MOBILE
1849657	Dominican Republic [DOM]	MOBILE
1849658	Dominican Republic [DOM]	MOBILE
1849707	Dominican Republic [DOM]	MOBILE
1849710	Dominican Republic [DOM]	MOBILE
1849720	Dominican Republic [DOM]	MOBILE
1849763	Dominican Republic [DOM]	MOBILE
1849785	Dominican Republic [DOM]	MOBILE
1849802	Dominican Republic [DOM]	MOBILE
1849803	Dominican Republic [DOM]	MOBILE
1849804	Dominican Republic [DOM]	MOBILE
1849806	Dominican Republic [DOM]	MOBILE
1849815	Dominican Republic [DOM]	MOBILE
1849816	Dominican Republic [DOM]	MOBILE
1849817	Dominican Republic [DOM]	MOBILE
1849845	Dominican Republic [DOM]	MOBILE
1849846	Dominican Republic [DOM]	MOBILE
1849847	Dominican Republic [DOM]	MOBILE
1849848	Dominican Republic [DOM]	MOBILE
1849860	Dominican Republic [DOM]	MOBILE
1849861	Dominican Republic [DOM]	MOBILE
1849862	Dominican Republic [DOM]	MOBILE
1849863	Dominican Republic [DOM]	MOBILE
1849864	Dominican Republic [DOM]	MOBILE
1849865	Dominican Republic [DOM]	MOBILE
1849867	Dominican Republic [DOM]	MOBILE
1849868	Dominican Republic [DOM]	MOBILE
1849869	Dominican Republic [DOM]	MOBILE
1849873	Dominican Republic [DOM]	MOBILE
1849875	Dominican Republic [DOM]	MOBILE
1849876	Dominican Republic [DOM]	MOBILE
1849878	Dominican Republic [DOM]	MOBILE
1849879	Dominican Republic [DOM]	MOBILE
1849912	Dominican Republic [DOM]	MOBILE
1851	Canada [CAN]	FIXED
1867	Canada [CAN]	FIXED
1868	Trinidad and Tobago [TTO]	FIXED
186830	Trinidad and Tobago [TTO]	MOBILE
1868301	Trinidad and Tobago [TTO]	FIXED
1868302	Trinidad and Tobago [TTO]	FIXED
1868303	Trinidad and Tobago [TTO]	FIXED
1868304	Trinidad and Tobago [TTO]	FIXED
1868305	Trinidad and Tobago [TTO]	FIXED
1868306	Trinidad and Tobago [TTO]	FIXED
1868307	Trinidad and Tobago [TTO]	FIXED
1868308	Trinidad and Tobago [TTO]	FIXED
1868309	Trinidad and Tobago [TTO]	FIXED
186832	Trinidad and Tobago [TTO]	MOBILE
1868320	Trinidad and Tobago [TTO]	FIXED
1868321	Trinidad and Tobago [TTO]	FIXED
1868322	Trinidad and Tobago [TTO]	FIXED
1868323	Trinidad and Tobago [TTO]	FIXED
1868324	Trinidad and Tobago [TTO]	FIXED
1868325	Trinidad and Tobago [TTO]	FIXED
1868326	Trinidad and Tobago [TTO]	FIXED
1868327	Trinidad and Tobago [TTO]	FIXED
1868328	Trinidad and Tobago [TTO]	FIXED
1868329	Trinidad and Tobago [TTO]	FIXED
1868410	Trinidad and Tobago [TTO]	MOBILE
1868412	Trinidad and Tobago [TTO]	MOBILE
1868413	Trinidad and Tobago [TTO]	MOBILE
1868414	Trinidad and Tobago [TTO]	MOBILE
1868415	Trinidad and Tobago [TTO]	MOBILE
1868416	Trinidad and Tobago [TTO]	MOBILE
1868417	Trinidad and Tobago [TTO]	MOBILE
1868418	Trinidad and Tobago [TTO]	MOBILE
1868419	Trinidad and Tobago [TTO]	MOBILE
186842	Trinidad and Tobago [TTO]	MOBILE
1868420	Trinidad and Tobago [TTO]	FIXED
1868421	Trinidad and Tobago [TTO]	FIXED
1869	St. Kitts and Nevis [KNA]	FIXED
1869565	St. Kitts and Nevis [KNA]	MOBILE
1869566	St. Kitts and Nevis [KNA]	MOBILE
1869567	St. Kitts and Nevis [KNA]	MOBILE
186966	St. Kitts and Nevis [KNA]	MOBILE
1869660	St. Kitts and Nevis [KNA]	FIXED
1869661	St. Kitts and Nevis [KNA]	FIXED
1869662	St. Kitts and Nevis [KNA]	FIXED
1869663	St. Kitts and Nevis [KNA]	FIXED
1869664	St. Kitts and Nevis [KNA]	FIXED
1869665	St. Kitts and Nevis [KNA]	FIXED
1869666	St. Kitts and Nevis [KNA]	FIXED
1869667	St. Kitts and Nevis [KNA]	FIXED
1869668	St. Kitts and Nevis [KNA]	FIXED
1869669	St. Kitts and Nevis [KNA]	FIXED
1869760	St. Kitts and Nevis [KNA]	MOBILE
1871	Canada [CAN]	FIXED
1873	Canada [CAN]	FIXED
1876	Jamaica [JAM]	FIXED
1876211	Jamaica [JAM]	MOBILE
1876212	Jamaica [JAM]	MOBILE
1876213	Jamaica [JAM]	MOBILE
1876214	Jamaica [JAM]	MOBILE
1876215	Jamaica [JAM]	MOBILE
1876216	Jamaica [JAM]	MOBILE
1876217	Jamaica [JAM]	MOBILE
1876218	Jamaica [JAM]	MOBILE
1876219	Jamaica [JAM]	MOBILE
187622	Jamaica [JAM]	MOBILE
187623	Jamaica [JAM]	MOBILE
187624	Jamaica [JAM]	MOBILE
187625	Jamaica [JAM]	MOBILE
187626	Jamaica [JAM]	MOBILE
1876310	Jamaica [JAM]	MOBILE
1876312	Jamaica [JAM]	MOBILE
1876313	Jamaica [JAM]	MOBILE
1876314	Jamaica [JAM]	MOBILE
1876315	Jamaica [JAM]	MOBILE
1876316	Jamaica [JAM]	MOBILE
1876317	Jamaica [JAM]	MOBILE
1876318	Jamaica [JAM]	MOBILE
1876319	Jamaica [JAM]	MOBILE
1876555	Jamaica [JAM]	MOBILE
1876801	Jamaica [JAM]	MOBILE
1876665	Jamaica [JAM]	MOBILE
1876666	Jamaica [JAM]	MOBILE
1876667	Jamaica [JAM]	MOBILE
1876668	Jamaica [JAM]	MOBILE
1876669	Jamaica [JAM]	MOBILE
1876802	Jamaica [JAM]	MOBILE
1876803	Jamaica [JAM]	MOBILE
1879	Canada [CAN]	FIXED
1902	Canada [CAN]	FIXED
1905	Canada [CAN]	FIXED
1939	Puerto Rico [PRI]	FIXED
1942	Canada [CAN]	FIXED
2	Unknown	FIXED
20	Egypt [EGY]	FIXED
2010	Egypt [EGY]	MOBILE
2011	Egypt [EGY]	MOBILE
2012	Egypt [EGY]	MOBILE
2014	Egypt [EGY]	MOBILE
20150	Egypt [EGY]	MOBILE
20151	Egypt [EGY]	MOBILE
20152	Egypt [EGY]	MOBILE
2016	Egypt [EGY]	MOBILE
2017	Egypt [EGY]	MOBILE
2018	Egypt [EGY]	MOBILE
2019	Egypt [EGY]	MOBILE
211	South Sudan  [SSD]	FIXED
21111	South Sudan  [SSD]	MOBILE
21190	South Sudan  [SSD]	MOBILE
21191	South Sudan  [SSD]	MOBILE
21192	South Sudan  [SSD]	MOBILE
21195	South Sudan  [SSD]	MOBILE
21197	South Sudan  [SSD]	MOBILE
21199	South Sudan  [SSD]	MOBILE
212	Morocco [MAR]	FIXED
21210	Morocco [MAR]	MOBILE
21211	Morocco [MAR]	MOBILE
21212	Morocco [MAR]	MOBILE
21213	Morocco [MAR]	MOBILE
21214	Morocco [MAR]	MOBILE
21215	Morocco [MAR]	MOBILE
21217	Morocco [MAR]	MOBILE
21219	Morocco [MAR]	MOBILE
21244	Morocco [MAR]	MOBILE
21245	Morocco [MAR]	MOBILE
21249	Morocco [MAR]	MOBILE
212526	Morocco [MAR]	MOBILE
212527	Morocco [MAR]	MOBILE
212533	Morocco [MAR]	MOBILE
212534	Morocco [MAR]	MOBILE
212546	Morocco [MAR]	MOBILE
21256	Morocco [MAR]	MOBILE
2126	Morocco [MAR]	MOBILE
2127	Morocco [MAR]	MOBILE
2128	Morocco [MAR]	MOBILE
2129	Morocco [MAR]	MOBILE
213	Algeria [DZA]	FIXED
2135	Algeria [DZA]	MOBILE
2136	Algeria [DZA]	MOBILE
2137	Algeria [DZA]	MOBILE
2139	Algeria [DZA]	MOBILE
216	Tunisia [TUN]	FIXED
2162	Tunisia [TUN]	MOBILE
21640	Tunisia [TUN]	MOBILE
21641	Tunisia [TUN]	MOBILE
2165	Tunisia [TUN]	MOBILE
21679	Tunisia [TUN]	MOBILE
2169	Tunisia [TUN]	MOBILE
218	Libya [LBY]	FIXED
21891	Libya [LBY]	MOBILE
21892	Libya [LBY]	MOBILE
21894	Libya [LBY]	MOBILE
21895	Libya [LBY]	MOBILE
21896	Libya [LBY]	MOBILE
21899	Libya [LBY]	MOBILE
220	The Gambia [GMB]	FIXED
2203	The Gambia [GMB]	MOBILE
2206	The Gambia [GMB]	MOBILE
2207	The Gambia [GMB]	MOBILE
2208	The Gambia [GMB]	MOBILE
2209	The Gambia [GMB]	MOBILE
221	Senegal [SEN]	FIXED
2213	Senegal [SEN]	MOBILE
221338	Senegal [SEN]	FIXED
2214	Senegal [SEN]	MOBILE
2215	Senegal [SEN]	MOBILE
2216	Senegal [SEN]	MOBILE
2217	Senegal [SEN]	MOBILE
222	Mauritania [MRT]	FIXED
2222	Mauritania [MRT]	MOBILE
2223	Mauritania [MRT]	MOBILE
2224	Mauritania [MRT]	MOBILE
22250	Mauritania [MRT]	MOBILE
22259	Mauritania [MRT]	MOBILE
2226	Mauritania [MRT]	MOBILE
2227	Mauritania [MRT]	MOBILE
223	Mali [MLI]	FIXED
223277	Mali [MLI]	MOBILE
22330	Mali [MLI]	MOBILE
22331	Mali [MLI]	MOBILE
22332	Mali [MLI]	MOBILE
22333	Mali [MLI]	MOBILE
22334	Mali [MLI]	MOBILE
22340	Mali [MLI]	MOBILE
22341	Mali [MLI]	MOBILE
22344	Mali [MLI]	MOBILE
223442	Mali [MLI]	FIXED
223443	Mali [MLI]	FIXED
223449	Mali [MLI]	FIXED
22345	Mali [MLI]	MOBILE
22346	Mali [MLI]	MOBILE
22347	Mali [MLI]	MOBILE
22350	Mali [MLI]	MOBILE
22351	Mali [MLI]	MOBILE
22352	Mali [MLI]	MOBILE
22353	Mali [MLI]	MOBILE
22354	Mali [MLI]	MOBILE
22355	Mali [MLI]	MOBILE
22356	Mali [MLI]	MOBILE
22357	Mali [MLI]	MOBILE
22358	Mali [MLI]	MOBILE
22359	Mali [MLI]	MOBILE
2236	Mali [MLI]	MOBILE
2237	Mali [MLI]	MOBILE
22385	Mali [MLI]	MOBILE
22386	Mali [MLI]	MOBILE
22387	Mali [MLI]	MOBILE
22388	Mali [MLI]	MOBILE
22389	Mali [MLI]	MOBILE
22390	Mali [MLI]	MOBILE
22391	Mali [MLI]	MOBILE
22392	Mali [MLI]	MOBILE
22393	Mali [MLI]	MOBILE
22394	Mali [MLI]	MOBILE
22395	Mali [MLI]	MOBILE
22396	Mali [MLI]	MOBILE
22397	Mali [MLI]	MOBILE
22398	Mali [MLI]	MOBILE
22399	Mali [MLI]	MOBILE
224	Guinea [GIN]	FIXED
22410	Guinea [GIN]	MOBILE
22411	Guinea [GIN]	MOBILE
22412	Guinea [GIN]	MOBILE
22413	Guinea [GIN]	MOBILE
22420	Guinea [GIN]	MOBILE
22421	Guinea [GIN]	MOBILE
22422	Guinea [GIN]	MOBILE
22423	Guinea [GIN]	MOBILE
22424	Guinea [GIN]	MOBILE
22425	Guinea [GIN]	MOBILE
22426	Guinea [GIN]	MOBILE
22427	Guinea [GIN]	MOBILE
22428	Guinea [GIN]	MOBILE
22429	Guinea [GIN]	MOBILE
22430	Guinea [GIN]	MOBILE
22433	Guinea [GIN]	MOBILE
22434	Guinea [GIN]	MOBILE
22435	Guinea [GIN]	MOBILE
22440	Guinea [GIN]	MOBILE
22454	Guinea [GIN]	MOBILE
22455	Guinea [GIN]	MOBILE
22457	Guinea [GIN]	MOBILE
22458	Guinea [GIN]	MOBILE
22459	Guinea [GIN]	MOBILE
22460	Guinea [GIN]	MOBILE
22461	Guinea [GIN]	FIXED
22462	Guinea [GIN]	MOBILE
22463	Guinea [GIN]	MOBILE
224637275	Guinea [GIN]	FIXED
224637276	Guinea [GIN]	FIXED
22464	Guinea [GIN]	MOBILE
22465	Guinea [GIN]	MOBILE
22466	Guinea [GIN]	FIXED
22467	Guinea [GIN]	MOBILE
22468	Guinea [GIN]	MOBILE
22469	Guinea [GIN]	FIXED
22479	Guinea [GIN]	MOBILE
225	Cote dIvoire [CIV]	FIXED
2250	Cote dIvoire [CIV]	MOBILE
2251	Cote dIvoire [CIV]	MOBILE
2252	Cote dIvoire [CIV]	MOBILE
2253	Cote dIvoire [CIV]	MOBILE
2254	Cote dIvoire [CIV]	MOBILE
2255	Cote dIvoire [CIV]	MOBILE
2256	Cote dIvoire [CIV]	MOBILE
2257	Cote dIvoire [CIV]	MOBILE
2258	Cote dIvoire [CIV]	MOBILE
2259	Cote dIvoire [CIV]	MOBILE
22590409	Cote dIvoire [CIV]	FIXED
226	Burkina Faso [BFA]	FIXED
2267	Burkina Faso [BFA]	MOBILE
2268	Burkina Faso [BFA]	MOBILE
227	Niger [NER]	FIXED
22706	Niger [NER]	MOBILE
22707	Niger [NER]	MOBILE
22721	Niger [NER]	MOBILE
22722	Niger [NER]	MOBILE
22723	Niger [NER]	MOBILE
22724	Niger [NER]	MOBILE
22725	Niger [NER]	MOBILE
22726	Niger [NER]	MOBILE
22727	Niger [NER]	MOBILE
22728	Niger [NER]	MOBILE
22729	Niger [NER]	MOBILE
22739	Niger [NER]	MOBILE
22740	Niger [NER]	MOBILE
22746	Niger [NER]	MOBILE
22747	Niger [NER]	MOBILE
22748	Niger [NER]	MOBILE
22749	Niger [NER]	MOBILE
22750	Niger [NER]	MOBILE
22752	Niger [NER]	MOBILE
22753	Niger [NER]	MOBILE
22755	Niger [NER]	MOBILE
22756	Niger [NER]	MOBILE
22757	Niger [NER]	MOBILE
22758	Niger [NER]	MOBILE
22759	Niger [NER]	MOBILE
22766	Niger [NER]	MOBILE
22767	Niger [NER]	MOBILE
22769	Niger [NER]	MOBILE
22779	Niger [NER]	MOBILE
22780	Niger [NER]	MOBILE
22781	Niger [NER]	MOBILE
22782	Niger [NER]	MOBILE
22783	Niger [NER]	MOBILE
22784	Niger [NER]	MOBILE
22785	Niger [NER]	MOBILE
22787	Niger [NER]	MOBILE
22788	Niger [NER]	MOBILE
22789	Niger [NER]	MOBILE
2279	Niger [NER]	MOBILE
22852	Togo [TGO]	MOBILE
2279460	Niger [NER]	FIXED
228	Togo [TGO]	FIXED
2280	Togo [TGO]	MOBILE
22853	Togo [TGO]	MOBILE
22860	Togo [TGO]	MOBILE
2287	Togo [TGO]	MOBILE
2288	Togo [TGO]	MOBILE
2289	Togo [TGO]	MOBILE
229	Benin [BEN]	FIXED
2291	Benin [BEN]	MOBILE
2292	Benin [BEN]	MOBILE
2293	Benin [BEN]	MOBILE
2294	Benin [BEN]	MOBILE
2295	Benin [BEN]	MOBILE
2296	Benin [BEN]	MOBILE
2297	Benin [BEN]	MOBILE
2298	Benin [BEN]	MOBILE
2299	Benin [BEN]	MOBILE
230	Mauritius [MUS]	FIXED
23025	Mauritius [MUS]	MOBILE
23042	Mauritius [MUS]	MOBILE
23047	Mauritius [MUS]	MOBILE
23049	Mauritius [MUS]	MOBILE
230578	Mauritius [MUS]	MOBILE
2307	Mauritius [MUS]	MOBILE
23087	Mauritius [MUS]	MOBILE
2309	Mauritius [MUS]	MOBILE
231	Liberia [LBR]	FIXED
23103	Liberia [LBR]	MOBILE
2312	Liberia [LBR]	MOBILE
23133	Liberia [LBR]	MOBILE
23138	Liberia [LBR]	MOBILE
23139	Liberia [LBR]	MOBILE
2314	Liberia [LBR]	MOBILE
2315	Liberia [LBR]	MOBILE
2316	Liberia [LBR]	MOBILE
2317	Liberia [LBR]	MOBILE
23188	Liberia [LBR]	MOBILE
2319	Liberia [LBR]	MOBILE
231903	Liberia [LBR]	FIXED
232	Sierra Leone [SLE]	FIXED
23223	Sierra Leone [SLE]	MOBILE
23225	Sierra Leone [SLE]	MOBILE
23230	Sierra Leone [SLE]	MOBILE
23233	Sierra Leone [SLE]	MOBILE
23234	Sierra Leone [SLE]	MOBILE
23235	Sierra Leone [SLE]	MOBILE
23240	Sierra Leone [SLE]	MOBILE
23244	Sierra Leone [SLE]	MOBILE
23250	Sierra Leone [SLE]	MOBILE
23255	Sierra Leone [SLE]	MOBILE
23256	Sierra Leone [SLE]	MOBILE
23276	Sierra Leone [SLE]	MOBILE
23277	Sierra Leone [SLE]	MOBILE
23278	Sierra Leone [SLE]	MOBILE
23288	Sierra Leone [SLE]	MOBILE
233	Ghana [GHA]	FIXED
23320	Ghana [GHA]	MOBILE
23321	Ghana [GHA]	MOBILE
23322	Ghana [GHA]	MOBILE
23323	Ghana [GHA]	MOBILE
23324	Ghana [GHA]	MOBILE
23325	Ghana [GHA]	MOBILE
23326	Ghana [GHA]	MOBILE
23327	Ghana [GHA]	MOBILE
23328	Ghana [GHA]	MOBILE
23329	Ghana [GHA]	MOBILE
23354	Ghana [GHA]	MOBILE
23357	Ghana [GHA]	MOBILE
234	Nigeria [NGA]	FIXED
2341210	Nigeria [NGA]	MOBILE
2341211	Nigeria [NGA]	MOBILE
23412120	Nigeria [NGA]	MOBILE
23412121	Nigeria [NGA]	MOBILE
234129	Nigeria [NGA]	MOBILE
2341342	Nigeria [NGA]	MOBILE
234140	Nigeria [NGA]	MOBILE
2341415	Nigeria [NGA]	MOBILE
2341416	Nigeria [NGA]	MOBILE
2341417	Nigeria [NGA]	MOBILE
2341418	Nigeria [NGA]	MOBILE
2341419	Nigeria [NGA]	MOBILE
2341431	Nigeria [NGA]	MOBILE
2341432	Nigeria [NGA]	MOBILE
2341433	Nigeria [NGA]	MOBILE
2341434	Nigeria [NGA]	MOBILE
2341435	Nigeria [NGA]	MOBILE
2341436	Nigeria [NGA]	MOBILE
2341437	Nigeria [NGA]	MOBILE
2341438	Nigeria [NGA]	MOBILE
2341439	Nigeria [NGA]	MOBILE
2341453	Nigeria [NGA]	MOBILE
2341454	Nigeria [NGA]	MOBILE
2341480	Nigeria [NGA]	MOBILE
2341481	Nigeria [NGA]	MOBILE
2341578	Nigeria [NGA]	MOBILE
2341655	Nigeria [NGA]	MOBILE
2341656	Nigeria [NGA]	MOBILE
2341657	Nigeria [NGA]	MOBILE
2341658	Nigeria [NGA]	MOBILE
2341659	Nigeria [NGA]	MOBILE
234166	Nigeria [NGA]	MOBILE
2341670	Nigeria [NGA]	MOBILE
2341671	Nigeria [NGA]	MOBILE
2341672	Nigeria [NGA]	MOBILE
2341701	Nigeria [NGA]	MOBILE
2341673	Nigeria [NGA]	MOBILE
2341674	Nigeria [NGA]	MOBILE
2341700	Nigeria [NGA]	MOBILE
2341702	Nigeria [NGA]	MOBILE
2341703	Nigeria [NGA]	MOBILE
2341704	Nigeria [NGA]	MOBILE
234172	Nigeria [NGA]	MOBILE
234173	Nigeria [NGA]	MOBILE
234174	Nigeria [NGA]	MOBILE
234176	Nigeria [NGA]	MOBILE
2341770	Nigeria [NGA]	MOBILE
2341773	Nigeria [NGA]	MOBILE
2341774	Nigeria [NGA]	MOBILE
2341775	Nigeria [NGA]	MOBILE
2341776	Nigeria [NGA]	MOBILE
2341790	Nigeria [NGA]	MOBILE
2341791	Nigeria [NGA]	MOBILE
2341792	Nigeria [NGA]	MOBILE
2341793	Nigeria [NGA]	MOBILE
2341794	Nigeria [NGA]	MOBILE
2341795	Nigeria [NGA]	MOBILE
2341796	Nigeria [NGA]	MOBILE
2341797	Nigeria [NGA]	MOBILE
2341798	Nigeria [NGA]	MOBILE
2341799	Nigeria [NGA]	MOBILE
2341804	Nigeria [NGA]	MOBILE
2341810	Nigeria [NGA]	MOBILE
2341811	Nigeria [NGA]	MOBILE
2341812	Nigeria [NGA]	MOBILE
2341813	Nigeria [NGA]	MOBILE
2341814	Nigeria [NGA]	MOBILE
2341815	Nigeria [NGA]	MOBILE
2341816	Nigeria [NGA]	MOBILE
2341817	Nigeria [NGA]	MOBILE
2341818	Nigeria [NGA]	MOBILE
2341819	Nigeria [NGA]	MOBILE
234182	Nigeria [NGA]	MOBILE
234184	Nigeria [NGA]	MOBILE
2341850	Nigeria [NGA]	MOBILE
2341851	Nigeria [NGA]	MOBILE
2341852	Nigeria [NGA]	MOBILE
2341853	Nigeria [NGA]	MOBILE
2341854	Nigeria [NGA]	MOBILE
2341855	Nigeria [NGA]	MOBILE
2341856	Nigeria [NGA]	MOBILE
2341857	Nigeria [NGA]	MOBILE
2341858	Nigeria [NGA]	MOBILE
2341859	Nigeria [NGA]	MOBILE
234187	Nigeria [NGA]	MOBILE
2341880	Nigeria [NGA]	MOBILE
2341881	Nigeria [NGA]	MOBILE
2341882	Nigeria [NGA]	MOBILE
2341883	Nigeria [NGA]	MOBILE
234189	Nigeria [NGA]	MOBILE
234195	Nigeria [NGA]	MOBILE
234229	Nigeria [NGA]	MOBILE
2342480	Nigeria [NGA]	MOBILE
2342481	Nigeria [NGA]	MOBILE
2342482	Nigeria [NGA]	MOBILE
